"TSP","plot","spe.rich","species","litter.biomass","biomass","dist","n.rich","area","litter.biomass.area","SLA","LDMC","C","N","Mg","Ca","K","P","pca.1","pca.2","log.litter.biomass.area","log.biomass"
"139-F28","F28",4,"Lithocarpus glaber",45.58,0.0161495202330937,0.707106781186547,4,1.5624,29.1730670762929,-0.916410391064161,0.769254589057501,1.42293109212331,-1.37521564854663,-1.65128501273683,-0.572878454812484,-1.00847616026477,-1.69574617359701,3.34467209084501,-0.129820679223561,3.37324592323721,-4.12586493668391
"29-G22","G22",1,"Lithocarpus glaber",94.08,0.0818009405942098,11.7394692220792,1,1.248,75.3846153846154,-0.976454872868048,0.715016770059638,1.73796181296427,-1.31253564952917,-1.36188545650573,-1.42314893445635,-0.232917825223807,-1.16727973577286,3.05882484556792,0.58745506314892,4.32260321420308,-2.50346653673282
"22-G24","G24",1,"Koelreuteria bipinnata",13.7,0.00677818061590335,11.7394692220792,1,1.3035,10.5101649405447,-0.765438486023188,1.51188388610764,0.682962604246396,-0.555781435914414,0.25722197575614,-0.00153199951341749,-1.3140713292571,1.16967929518742,1.22573430443799,-0.483012070339832,2.35234287844266,-4.99404655877796
"23-G24","G24",1,"Koelreuteria bipinnata",5.63,0.00234820885372467,11.7394692220792,1,1.75,3.21714285714286,-0.765438486023188,1.51188388610764,0.682962604246396,-0.555781435914414,0.25722197575614,-0.00153199951341749,-1.3140713292571,1.16967929518742,1.22573430443799,-0.483012070339832,1.16849365421618,-6.05410243134487
"30-H25","H25",1,"Nyssa sinensis",143.63,0.0753345656459502,11.7394692220792,1,1.4892,96.4477571850658,1.18004317999416,-1.51348809437129,-1.45157535454738,0.88718953808472,0.455969784450189,0.0611223267589691,1.14201344678677,0.967797878798963,-2.76125303007268,0.703488261913126,4.56900148542731,-2.58581621037967
"112-H31","H31",2,"Liquidambar formosana",59.65,0.002364243674591,1.60153397218646,2,1.53,38.9869281045752,0.806752603571779,-1.05452258647237,-1.43598449250981,-0.252645771905649,1.37447703181058,1.27309305317172,0.878407160570288,-0.272840306269338,-2.17719208044059,-1.35852200769769,3.66322641313958,-6.04729710751222
"112-H31","H31",2,"Sapindus mukorossi",79.24,0.0190806880601226,10.1379352498927,2,1.53,51.7908496732026,0.90568163265462,-0.674909181364623,-1.64725037446021,1.02757628500392,1.62571654799722,1.91899843928256,1.26789961940492,0.568299231220687,-3.31064816790342,-1.06444887806602,3.94721348642601,-3.95907855176092
"113-H31","H31",2,"Liquidambar formosana",87.75,0.0215512464281871,4.26820063885313,3,1.6324,53.7552070570938,0.806752603571779,-1.05452258647237,-1.43598449250981,-0.252645771905649,1.37447703181058,1.27309305317172,0.878407160570288,-0.272840306269338,-2.17719208044059,-1.35852200769769,3.98444053779646,-3.83732162520999
"113-H31","H31",2,"Sapindus mukorossi",14.95,0.0221416874742019,5.91017472555947,3,1.6324,9.15829453565303,0.90568163265462,-0.674909181364623,-1.64725037446021,1.02757628500392,1.62571654799722,1.91899843928256,1.26789961940492,0.568299231220687,-3.31064816790342,-1.06444887806602,2.21465997528718,-3.81029313625915
"87-H31","H31",2,"Liquidambar formosana",53.47,0.0327897166760837,6.97530742003968,2,1.3432,39.8079213817749,0.806752603571779,-1.05452258647237,-1.43598449250981,-0.252645771905649,1.37447703181058,1.27309305317172,0.878407160570288,-0.272840306269338,-2.17719208044059,-1.35852200769769,3.68406592217945,-3.4176403287215
"87-H31","H31",2,"Sapindus mukorossi",12.5,0.017818262940839,4.76416180203951,2,1.3432,9.30613460393091,0.90568163265462,-0.674909181364623,-1.64725037446021,1.02757628500392,1.62571654799722,1.91899843928256,1.26789961940492,0.568299231220687,-3.31064816790342,-1.06444887806602,2.23067381752706,-4.02753133975816
"3-I12","I12",1,"Castanea henryi",28.5,0.0261367369085905,11.7394692220792,1,2.088,13.6494252873563,-0.182961372703739,0.224643505750784,-0.434390743296348,-0.00177753518167002,-0.580376264595158,-0.679331426864199,-0.398609458788059,-0.316849186819077,0.685370951219963,0.56384074075377,2.61369741725421,-3.6444134099251
"3-I12","I12",1,"Castanea henryi",28.5,0.0261367369085905,11.7394692220792,1,2.0178,14.1242937853107,-0.182961372703739,0.224643505750784,-0.434390743296348,-0.00177753518167002,-0.580376264595158,-0.679331426864199,-0.398609458788059,-0.316849186819077,0.685370951219963,0.56384074075377,2.64789627828246,-3.6444134099251
"117-I27","I27",2,"Choerospondias axillaris",21.67,0.00586622651441962,3.41421356237309,4,1.6224,13.3567554240631,-0.722995120204911,0.816417770148039,1.55909391971719,-1.49959788949468,1.11668230759008,1.28914880985716,-1.64080599656825,-0.456322681718888,1.62673351082211,-2.57944521601128,2.59202228113354,-5.13854369437193
"67-I27","I27",2,"Choerospondias axillaris",42.77,0.0364988027109023,6.49596116318638,3,1.7278,24.7540224563028,-0.722995120204911,0.816417770148039,1.55909391971719,-1.49959788949468,1.11668230759008,1.28914880985716,-1.64080599656825,-0.456322681718888,1.62673351082211,-2.57944521601128,3.20898799929617,-3.31047582137274
"68-I27","I27",2,"Choerospondias axillaris",19.83,0.0172235035878821,6.26820063885313,3,1.251,15.8513189448441,-0.722995120204911,0.816417770148039,1.55909391971719,-1.49959788949468,1.11668230759008,1.28914880985716,-1.64080599656825,-0.456322681718888,1.62673351082211,-2.57944521601128,2.76325271104693,-4.06148034028977
"81-J21","J21",2,"Koelreuteria bipinnata",3.73,0.0073641908083092,5.37377344785321,2,2,1.865,-0.597878797820964,1.02686054507077,-0.0659719644222446,0.279935181778209,-0.250826109795786,-0.452875284540394,-0.804424964419213,0.604988088295127,0.790838773006469,0.430729132364849,0.623261053095779,-4.91112610498702
"72-K3","K3",2,"Quercus fabri",1.37,0.000112299111522062,0.707106781186547,4,1.808,0.757743362831858,-0.736444529431279,1.38761906724495,0.264883635926694,1.07488403985969,-1.27714440735447,-0.902636301824016,-0.480328616329258,-0.534203682020052,1.62084013750706,1.41654004303263,-0.277410522129951,-9.09434460789799
"72-K3","K3",2,"Cyclobalanopsis glauca",8.48,0.0036545746852345,4.89442719099992,4,1.808,4.69026548672566,-1.54903870779029,1.69971203450648,0.503511539261611,-0.327273438228819,-1.01561146897596,0.283622924904655,-1.57539606452974,-0.753064158719062,2.67496342149617,-0.559673793296439,1.54548918783383,-5.61177555774027
"14-K9","K9",1,"Cyclobalanopsis glauca",8.71,0.0806458991736301,11.7394692220792,1,1.7928,4.85832217759929,-1.19697160762091,1.18619442400433,1.20232061170505,-0.686413588494565,-0.456295066175832,0.212082875438235,-0.775982413930401,-1.38435412656104,2.44077871594883,-0.827666820089618,1.58069314735983,-2.51768732289984
"9-L11","L11",1,"Castanopsis sclerophylla",35.8,0.0291320885885346,11.7394692220792,1,1.5741,22.7431548186265,-1.42714702078391,0.817490555490993,0.10266370422389,-0.865960677245126,-1.44030392190202,-1.11754242848789,-1.31829630261934,-0.728950168188525,2.79392325994413,0.366638719404443,3.12426421302802,-3.53591501169554
"209-L22","L22",16,"Liquidambar formosana",19.82,0.00445538261867709,0.666666666666667,7,1.5846,12.5078884261012,0.333850734700515,-0.811806448431617,-1.27503397001532,-0.657239924970309,1.10794114064853,0.945314611260339,0.623043697834996,-0.393390019022765,-1.38673873706097,-1.35542719372245,2.52635951935284,-5.41364233652235
"209-L22","L22",16,"Choerospondias axillaris",53.95,0.0331817795092624,2.89442719099992,7,1.5846,34.046447052884,-0.0599078854327123,0.129396910286015,1.68908671276241,-0.820379975109614,1.42514733850884,0.943149713152169,-0.908308462655544,-0.543322791489328,0.672341691039413,-1.95238567969536,3.52772568215514,-3.40575436367298
"209-L22","L22",16,"Sapindus mukorossi",0.57,0.00171168198582549,0.894427190999916,7,1.5846,0.359712230215827,-0.793042524707474,1.00479540082144,0.6696141983759,-0.508295028359874,-0.525011522382607,-0.628135953475261,-1.1656831529632,-0.741221565080686,2.15575521046019,-0.0363168844801456,-1.02245092770255,-6.37027877446041
"210-L22","L22",16,"Choerospondias axillaris",72.5,0.138432026217067,6.30864075337301,5,2,36.25,-0.0599078854327123,0.129396910286015,1.68908671276241,-0.820379975109614,1.42514733850884,0.943149713152169,-0.908308462655544,-0.543322791489328,0.672341691039413,-1.95238567969536,3.59043938130068,-1.97737585926568
"210-L22","L22",16,"Sapindus mukorossi",0.1,0.000157266299586241,1.56109385766658,5,2,0.05,-0.793042524707474,1.00479540082144,0.6696141983759,-0.508295028359874,-0.525011522382607,-0.628135953475261,-1.1656831529632,-0.741221565080686,2.15575521046019,-0.0363168844801456,-2.99573227355399,-8.75757001378887
"218-L22","L22",16,"Castanea henryi",4.64,0.00151221829282471,0.666666666666667,7,2,2.32,0.491908893192772,0.251099135279422,0.0307103917168325,0.787383707188133,0.293281624493147,0.240860184283045,0.511910448167385,0.0917449847195854,-0.761352186695637,0.30828262609991,0.841567185678219,-6.49417763808434
"218-L22","L22",16,"Nyssa sinensis",40.75,0.0540354565989374,2.89442719099992,7,2,20.375,0.972413540927053,-1.38296163771394,-0.845822148125612,-0.641229520507571,0.667859962567921,-0.0268078590516178,0.421651959985074,0.368745635985059,-1.47854857200206,-0.300830487607301,3.01430865912693,-2.91811484420372
"218-L22","L22",16,"Liquidambar formosana",93.53,0.0152943812442086,2.89442719099992,7,2,46.765,0.333850734700515,-0.811806448431617,-1.27503397001532,-0.657239924970309,1.10794114064853,0.945314611260339,0.623043697834996,-0.393390019022765,-1.38673873706097,-1.35542719372245,3.84513505988651,-4.1802697569731
"218-L22","L22",16,"Choerospondias axillaris",100.18,0.0960242006312459,0.707106781186547,7,2,50.09,-0.0599078854327123,0.129396910286015,1.68908671276241,-0.820379975109614,1.42514733850884,0.943149713152169,-0.908308462655544,-0.543322791489328,0.672341691039413,-1.95238567969536,3.91382138736953,-2.34315502937481
"218-L22","L22",16,"Sapindus mukorossi",7.58,0.00596907040987855,0.707106781186547,7,2,3.79,-0.793042524707474,1.00479540082144,0.6696141983759,-0.508295028359874,-0.525011522382607,-0.628135953475261,-1.1656831529632,-0.741221565080686,2.15575521046019,-0.0363168844801456,1.33236601909433,-5.12116407393982
"219-L22","L22",16,"Liquidambar formosana",59.15,0.00905951032659924,4.89442719099992,6,2,29.575,0.333850734700515,-0.811806448431617,-1.27503397001532,-0.657239924970309,1.10794114064853,0.945314611260339,0.623043697834996,-0.393390019022765,-1.38673873706097,-1.35542719372245,3.38692940986445,-4.70394020822461
"219-L22","L22",16,"Choerospondias axillaris",82.49,0.046671990453325,0.894427190999916,6,2,41.245,-0.0599078854327123,0.129396910286015,1.68908671276241,-0.820379975109614,1.42514733850884,0.943149713152169,-0.908308462655544,-0.543322791489328,0.672341691039413,-1.95238567969536,3.7195298933127,-3.06461107040502
"221-L22","L22",16,"Nyssa sinensis",94.71,0.0403164299957287,0.894427190999916,5,1.7931,52.8191400368078,0.972413540927053,-1.38296163771394,-0.845822148125612,-0.641229520507571,0.667859962567921,-0.0268078590516178,0.421651959985074,0.368745635985059,-1.47854857200206,-0.300830487607301,3.96687362572183,-3.21099620091168
"221-L22","L22",16,"Liquidambar formosana",14.47,0.0124622137058694,0.707106781186547,5,1.7931,8.06982321119848,0.333850734700515,-0.811806448431617,-1.27503397001532,-0.657239924970309,1.10794114064853,0.945314611260339,0.623043697834996,-0.393390019022765,-1.38673873706097,-1.35542719372245,2.08813157512721,-4.38505411640584
"221-L22","L22",16,"Lithocarpus glaber",6.24,0.00801817369245598,4,5,1.7931,3.48000669232056,-0.813308225784002,0.779753727806314,1.63122630033095,-0.207997471529136,-1.09202632991945,0.127051387566309,-0.296151387676955,-0.68451751318954,1.93549185742584,0.00442171214974603,1.24703421686516,-4.8260446021808
"226-M21","M21",16,"Nyssa sinensis",6.24,0.00622720733023036,0.707106781186547,8,1.6848,3.7037037037037,0.972413540927053,-1.38296163771394,-0.845822148125612,-0.641229520507571,0.667859962567921,-0.0268078590516178,0.421651959985074,0.368745635985059,-1.47854857200206,-0.300830487607301,1.30933331998376,-5.0788273082823
"226-M21","M21",16,"Liquidambar formosana",11,0.0105187364804686,1.60153397218646,8,1.6848,6.5289648622982,0.238527514728759,-1.23058423359949,-1.81023816182231,0.0874310020115154,1.07112763936444,1.33130698054708,1.09072111958272,0.701846433745066,-2.60655409408012,-1.03830931993742,1.8762484104008,-4.55459718530526
"226-M21","M21",16,"Quercus serrata",7.21,0.000242564316249335,2,8,1.6848,4.27943969610636,1.27282279411098,-0.113672614166109,-0.0192903394010277,0.661835026391365,-0.30492746158441,-1.24247434313117,0.67702162537997,0.104974742919671,-0.610451605558465,1.72262441642994,1.45382208889928,-8.32424366110504
"226-M21","M21",16,"Sapium sebiferum",14.81,0.00110187390356122,2,8,1.6848,8.79036087369421,0.840031826355204,-1.35049198971912,-1.5743075285064,-0.0900216197364478,0.822406955831114,0.118787913799033,0.679388589985724,0.440815166895743,-2.06081213767515,-0.184457822197621,2.17365576588213,-6.81074299987903
"226-M21","M21",16,"Sapindus mukorossi",13.15,0.00268290377511155,1.37377344785321,8,1.6848,7.80508072174739,1.12155297242865,-1.26506148714052,-0.956709846553374,0.708257550999667,1.50486113953388,2.25501356884807,1.62994173778292,1.66193839436179,-3.87446284134404,-1.11327429020936,2.0547748962262,-5.92085557284392
"211-M22","M22",16,"Nyssa sinensis",93,0.00662207043819001,0.894427190999916,5,2,46.5,0.972413540927053,-1.38296163771394,-0.845822148125612,-0.641229520507571,0.667859962567921,-0.0268078590516178,0.421651959985074,0.368745635985059,-1.47854857200206,-0.300830487607301,3.83945231259331,-5.01734720291728
"211-M22","M22",16,"Choerospondias axillaris",1.36,0.000485683358125095,2,5,2,0.68,1.92116723819362,-0.497995758394562,-0.604748133488757,1.70587259948902,0.407791419733738,-1.69106739401716,0.930312625511209,1.93348868180699,-2.45612422303436,2.6574726654639,-0.385662480811985,-7.62995367289097
"211-M22","M22",16,"Sapium sebiferum",20.46,0.00302417196934379,2,5,2,10.23,-0.157566659656434,-0.984734848247467,-1.29800924250275,0.327765120635773,0.684162249991343,0.390566486804318,-0.129231022441008,0.631328663077867,-1.36542538651231,-0.465363514975658,2.32532457996354,-5.80111795411254
"43-N11","N11",1,"Sapindus mukorossi",8.62,0.00393891602769669,11.7394692220792,1,2.0961,4.11239921759458,-0.314282370604228,-0.110984658255628,-1.41831178325347,1.05565777515512,1.53828448519852,1.08432147832835,0.968936652482616,-0.469212891711696,-1.79703527057662,-0.923021156941364,1.41400660943122,-5.53684971339865
"46-N13","N13",1,"Sapium sebiferum",62.25,0.0451188500012217,11.7394692220792,1,1.8304,34.0089597902098,-0.404286335497456,0.129253721796416,-1.55893578398191,-1.14325848819881,0.0256595050741796,0.597560013584857,-0.898832831567882,0.424547345788426,0.0848568085440122,-1.11009817615499,3.52662401314148,-3.09845515967872
"47-N13","N13",1,"Sapium sebiferum",57.51,0.0177032634110965,11.7394692220792,1,1.4792,38.8791238507301,-0.404286335497456,0.129253721796416,-1.55893578398191,-1.14325848819881,0.0256595050741796,0.597560013584857,-0.898832831567882,0.424547345788426,0.0848568085440122,-1.11009817615499,3.66045744463488,-4.03400628288878
"154-N20","N20",4,"Quercus serrata",0.33,0.000648005925634151,4.30864075337301,4,1.7888,0.184481216457961,0.679926034561647,0.381602050703096,-0.331853064890073,0.959200753742028,-0.506683297962642,-0.796576973909655,0.594245978774809,0.695650767843871,-0.642860006186021,1.63499724452297,-1.69020762850025,-7.34161071715666
"154-N20","N20",4,"Castanopsis sclerophylla",8.49,0.000293658698714822,2.66666666666667,4,1.7888,4.74619856887299,-1.21743120700317,0.899629243135626,0.151334502926561,-1.04475544886325,-1.14815377602197,-1.81147691077394,-1.1775962517603,-1.41188868500254,3.10257149284843,0.594905741218075,1.55734399634461,-8.13309235370395
"154-N20","N20",4,"Choerospondias axillaris",52.37,0.172609136450555,4.05705502085296,4,1.7888,29.2766100178891,0.205283262919169,0.102282476300544,1.09563005077393,-0.123960167529271,1.03105043138091,0.467950745132718,-0.371258329112002,0.506749789007341,-0.193818852526239,-0.78194627061545,3.37678890431275,-1.75672556748954
"154-N20","N20",4,"Sapium sebiferum",5.41,0.000474400203705508,0.707106781186547,4,1.7888,3.02437388193202,0.319373377347466,-0.966016791441167,-1.73748299657026,0.452362403640495,0.605861096881626,0.618176676859902,0.372886274428419,1.11846497725324,-2.14580999449516,-0.222181300817056,1.10670408887975,-7.65345928088475
"155-N20","N20",4,"Quercus serrata",4.31,0.00332324189246745,6.9348673055198,5,1.392,3.09626436781609,0.679926034561647,0.381602050703096,-0.331853064890073,0.959200753742028,-0.506683297962642,-0.796576973909655,0.594245978774809,0.695650767843871,-0.642860006186021,1.63499724452297,1.13019634220343,-5.70681449885922
"155-N20","N20",4,"Castanopsis sclerophylla",0.65,0.0021042447943891,0.707106781186547,5,1.392,0.466954022988506,-1.21743120700317,0.899629243135626,0.151334502926561,-1.04475544886325,-1.14815377602197,-1.81147691077394,-1.1775962517603,-1.41188868500254,3.10257149284843,0.594905741218075,-0.761524478004682,-6.16379864373137
"155-N20","N20",4,"Choerospondias axillaris",140.44,0.271865908203865,2.49596116318638,5,1.392,100.890804597701,0.205283262919169,0.102282476300544,1.09563005077393,-0.123960167529271,1.03105043138091,0.467950745132718,-0.371258329112002,0.506749789007341,-0.193818852526239,-0.78194627061545,4.614038789388,-1.30244631878759
"163-N20","N20",4,"Castanopsis sclerophylla",2.83,0.0105950194059371,6.28481554518621,4,1.2672,2.2332702020202,-1.21743120700317,0.899629243135626,0.151334502926561,-1.04475544886325,-1.14815377602197,-1.81147691077394,-1.1775962517603,-1.41188868500254,3.10257149284843,0.594905741218075,0.803466969577122,-4.5473712556508
"163-N20","N20",4,"Choerospondias axillaris",85.68,0.0141659510870061,1.37377344785321,4,1.2672,67.6136363636364,0.205283262919169,0.102282476300544,1.09563005077393,-0.123960167529271,1.03105043138091,0.467950745132718,-0.371258329112002,0.506749789007341,-0.193818852526239,-0.78194627061545,4.21380968406147,-4.25691400450108
"163-N20","N20",4,"Sapium sebiferum",2.14,0.00114024971643577,2.70710678118655,4,1.2672,1.68876262626263,0.319373377347466,-0.966016791441167,-1.73748299657026,0.452362403640495,0.605861096881626,0.618176676859902,0.372886274428419,1.11846497725324,-2.14580999449516,-0.222181300817056,0.523996086955736,-6.77650799105851
"232-N9","N9",24,"Castanea henryi",39.36,0.0791872872706779,4.70710678118655,7,1.6008,24.5877061469265,0.14895044340726,0.346364701135805,0.370150474457792,0.467018128864798,-0.155603168998741,-0.581146690358295,0.0104242359952413,0.470703180925112,0.0705740153928217,0.81867459594827,3.20224656789667,-2.53593950730467
"232-N9","N9",24,"Liquidambar formosana",3.07,0.0258547960837604,0.707106781186547,7,1.6008,1.91779110444778,0.238527514728759,-1.23058423359949,-1.81023816182231,0.0874310020115154,1.07112763936444,1.33130698054708,1.09072111958272,0.701846433745066,-2.60655409408012,-1.03830931993742,0.651174057311719,-3.65525916008208
"232-N9","N9",24,"Quercus serrata",0.62,0.00197091286741881,0.666666666666667,7,1.6008,0.387306346826587,1.27282279411098,-0.113672614166109,-0.0192903394010277,0.661835026391365,-0.30492746158441,-1.24247434313117,0.67702162537997,0.104974742919671,-0.610451605558465,1.72262441642994,-0.948539305230386,-6.22925845908512
"232-N9","N9",24,"Castanopsis sclerophylla",0.62,0.000124816773394069,0.894427190999916,7,1.6008,0.387306346826587,-0.716530053004248,0.328045977482994,0.969564911659381,-0.56679070115816,-1.35023236159199,-1.69840150089138,-0.490003901912072,-0.808075519158537,2.36198192686004,1.13323971890682,-0.948539305230386,-8.98866370886405
"238-N9","N9",24,"Castanea henryi",66.03,0.0578481598694591,1.56109385766658,6,1.8537,35.6206505907105,0.14895044340726,0.346364701135805,0.370150474457792,0.467018128864798,-0.155603168998741,-0.581146690358295,0.0104242359952413,0.470703180925112,0.0705740153928217,0.81867459594827,3.57292554245357,-2.84993363450075
"238-N9","N9",24,"Nyssa sinensis",35.39,0.0154675522391699,0.707106781186547,6,1.8537,19.0915466364568,1.34797703521884,-1.03258542251358,-0.662120851430095,-0.452923795752262,0.188601880098432,-0.273199682021971,0.626101343092743,0.899316088223842,-1.53885491792833,0.420661617010116,2.94924565260447,-4.16901085321427
"241-N9","N9",24,"Nyssa sinensis",28.82,0.0203331177514162,2,7,1.7024,16.9290413533835,1.34797703521884,-1.03258542251358,-0.662120851430095,-0.452923795752262,0.188601880098432,-0.273199682021971,0.626101343092743,0.899316088223842,-1.53885491792833,0.420661617010116,2.82903057040619,-3.89550430592251
"241-N9","N9",24,"Sapindus mukorossi",0.34,0.00707598021638181,2.89442719099992,7,1.7024,0.199718045112782,2.12887531491968,-1.02245929800638,-1.93276302910765,2.11768299212413,1.66462967111941,2.0904014870431,2.36453042032977,2.12049444136212,-5.43908355965165,0.0402587937007957,-1.61084868153712,-4.95104929856445
"241-N9","N9",24,"Cyclobalanopsis glauca",0.35,0.0010669858738336,0.707106781186547,7,1.7024,0.205592105263158,-1.19875173668746,1.39422781126848,1.46218168451839,-0.602829167788791,-0.972048149936492,-0.704167921897135,-0.815074368713458,-0.974861112317587,2.87778999157123,0.147935077014781,-1.58186114466387,-6.84291754589393
"140-V12/W12","V12/W12",4,"Lithocarpus glaber",8.55,0.030761327589345,4.26820063885313,5,2.0124,4.24865831842576,-0.953810270747396,1.45068931616645,1.40284516059757,-0.219374495900212,-1.19995747684003,0.92529925879449,-0.40795710165561,-0.234700414659511,1.84927517445298,-0.41302120971466,1.44660324331364,-3.48149697567445
"140-V12/W12","V12/W12",4,"Koelreuteria bipinnata",1.69,0.012123742864597,2,5,2.0124,0.839793281653747,-0.70269667671422,1.43236157081206,1.74546946914554,0.1243608896784,1.19786545028236,0.396680442387121,-1.22726774388643,1.47213346505124,0.697768541666305,-0.81107997565431,-0.174599510700044,-4.41258952880422
"11-O27","O27",1,"Choerospondias axillaris",123.49,0.147644921160624,11.7394692220792,1,2,61.745,0.506099939147073,-0.634427103636623,1.15906011761494,-0.639891255891054,1.2653949559983,1.33106357441593,-0.360546624696863,0.144300247930127,-0.57583599780351,-1.75995120924371,4.12301300056979,-1.91294506921231
