"TSP","plot","species","biomass","dist","db","n.rich"
"193-R16","R16","Choerospondias axillaris",0.197235973313256,2.30864075337301,0.085433809060629,6
"193-R16","R16","Liquidambar formosana",0.00463599340605891,1.56109385766658,0.00296970831272662,6
"193-R16","R16","Quercus serrata",0.000242564316249335,2,0.000121282158124668,6
"193-R16","R16","Sapium sebiferum",0.00384246312591747,0.707106781186547,0.005434063465591,6
"194-R16","R16","Castanea henryi",0.046425796056817,0.894427190999916,0.0519056179462923,5
"194-R16","R16","Castanopsis sclerophylla",0.000491716698504324,0.707106781186547,0.000695392423870137,5
"194-R16","R16","Choerospondias axillaris",0.0521667798495898,1.60153397218646,0.0325730086002298,5
"194-R16","R16","Nyssa sinensis",0.000277549763126019,0.666666666666667,0.000416324644689029,5
"194-R16","R16","Quercus serrata",0.000821263216408092,4,0.000205315804102023,5
"197-S10","S10","Castanea henryi",0.00170694660732989,2,0.000853473303664945,5
"197-S10","S10","Choerospondias axillaris",0.076577080080218,0.894427190999916,0.0856157782889062,5
"197-S10","S10","Nyssa sinensis",0.00771145349758798,1.4142135623731,0.00545282106094918,5
"197-S10","S10","Quercus serrata",0.000529426320705812,1.60153397218646,0.000330574517868655,5
"197-S10","S10","Sapindus mukorossi",0.0403248004736212,2,0.0201624002368106,5
"198-R16","R16","Castanea henryi",0.00375074347753356,0.894427190999916,0.0041934586909645,7
"198-R16","R16","Choerospondias axillaris",0.117212780387329,1.60153397218646,0.0731878201917291,7
"198-R16","R16","Liquidambar formosana",0.00225596539380138,0.894427190999916,0.00252224598771348,7
"198-R16","R16","Nyssa sinensis",0.0136023423432592,1.37377344785321,0.00990144507780051,7
"198-R16","R16","Quercus serrata",0.000448839919873606,0.707106781186547,0.000634755502019707,7
"198-R16","R16","Sapindus mukorossi",0.0253422663323347,4,0.00633556658308368,7
"198-R16","R16","Sapium sebiferum",0.00414290166456692,0.894427190999916,0.00463190487303433,7
"199-R16","R16","Castanea henryi",0.000129034098463429,0.666666666666667,0.000193551147695144,5
"199-R16","R16","Castanopsis sclerophylla",0.000126432585413259,0.894427190999916,0.000141355927777548,5
"199-R16","R16","Liquidambar formosana",0.0221691776557616,0.894427190999916,0.0247858941217762,5
"199-R16","R16","Sapindus mukorossi",0.0184038828672761,6.12132034355964,0.00300652176889242,5
"199-R16","R16","Sapium sebiferum",0.00712583329946558,1.60153397218646,0.00444938004639213,5
"2-E34","E34","Castanea henryi",0.0901102932809793,11.7394692220792,0.00767584049809535,1
"200-R16","R16","Castanopsis sclerophylla",0.000225201312631094,0.707106781186547,0.000318482750587117,6
"200-R16","R16","Choerospondias axillaris",0.119938963545192,1.60153397218646,0.0748900526795865,6
"200-R16","R16","Liquidambar formosana",0.0149568291491953,2.22776052433325,0.00671384064212725,6
"200-R16","R16","Quercus serrata",0.0517898805561684,2,0.0258949402780842,6
"200-R16","R16","Sapindus mukorossi",0.00744717807002853,0.707106781186547,0.0105319002280418,6
"200-R16","R16","Sapium sebiferum",2.11933899435458e-05,2,1.05966949717729e-05,6
"201-R16","R16","Choerospondias axillaris",0.0715788716724875,1.78885438199983,0.040013805703104,4
"201-R16","R16","Nyssa sinensis",0.0107936090377015,0.707106781186547,0.0152644682880703,4
"201-R16","R16","Sapindus mukorossi",0.000292064214083111,0.707106781186547,0.000413041172640175,4
"201-R16","R16","Sapium sebiferum",0.0684686433986607,4.66666666666667,0.0146718521568559,4
"203-L22","L22","Castanea henryi",0.0185836609085024,2.89442719099992,0.00642049693503688,8
"203-L22","L22","Cyclobalanopsis glauca",0.000381493083695743,0.666666666666667,0.000572239625543615,8
"203-L22","L22","Liquidambar formosana",0.00115952393900723,0.666666666666667,0.00173928590851085,8
"203-L22","L22","Lithocarpus glaber",0.0003721585969558,0.894427190999916,0.000416085960602058,8
"203-L22","L22","Nyssa sinensis",7.42231028230443e-05,2,3.71115514115222e-05,8
"203-L22","L22","Quercus fabri",1.36694755612025e-05,0.894427190999916,1.52829382858104e-05,8
"203-L22","L22","Quercus serrata",0.000108981843221832,1.4142135623731,7.70618003683667e-05,8
"203-L22","L22","Sapindus mukorossi",0.001324539561671,0.894427190999916,0.00148088024939207,8
"204-L22","L22","Castanea henryi",0.00549411599953557,2,0.00274705799976778,6
"204-L22","L22","Liquidambar formosana",0.00808375528225107,0.707106781186547,0.0114321563550646,6
"204-L22","L22","Lithocarpus glaber",0.0078569673546803,0.894427190999916,0.00878435655103093,6
"204-L22","L22","Nyssa sinensis",0.00354311994180913,0.666666666666667,0.0053146799127137,6
"204-L22","L22","Sapindus mukorossi",0.00840188256321286,2.89442719099992,0.00290277903321877,6
"204-L22","L22","Sapium sebiferum",0.000474400203705508,0.707106781186547,0.000670903202072889,6
"208-M22","M22","Castanopsis sclerophylla",0.00211255601006287,4,0.000528139002515717,6
"208-M22","M22","Cyclobalanopsis myrsinaefolia",0.00969802657830613,0.666666666666667,0.0145470398674592,6
"208-M22","M22","Liquidambar formosana",0.00413088878537883,1.60153397218646,0.0025793326005687,6
